month,date,rank,candidate,designation,year_or_period,tradition,source_witnesses,source_tier,preliminary_status,ranking_rationale,review_flags,decision_status,final_primary,notes
December,12-08,1,Richard Baxter,Pastor and Writer,1691,Anglican-received Puritan,BCP; LFF; HWHM; GCW; AM,BCP / Current TEC / TEC secondary,Review,Prayer Book/LFF authority and devotional/pastoral writing support inclusion but Puritan/nonconformist identity requires Anglican-reception rationale.,Protestant/non-Anglican review; writer holiness test,Pending,,
December,12-08,2,The Conception of the Blessed Virgin Mary,Marian feast,,Anglican-received / Great Church,FAS; AM; Oxford Dictionary of Saints,Provincial Anglican / Anglican martyrology / Great Church,Review,Major Marian observance but doctrinal terminology and Anglican reception need discipline; not to be conflated with Roman Immaculate Conception claims without governance.,Marian-title/doctrine handling; feast/genre review,Pending,,
December,12-08,3,Romaric,Abbot,653,Greater Church / Western,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Usable,Monastic founder and penitent noble witness; lower source priority.,Greater Church remembers; source verification,Pending,,
December,12-09,1,Juan Diego,Lay visionary,1548,Roman Catholic / Greater Church,LFF; AM,Current TEC/LFF / Great Church,Strong candidate with review,Current LFF authority and Indigenous lay witness connected with Guadalupe; apparition tradition and colonial context require careful Anglican framing.,Marian apparition handling; Indigenous/colonial context; Greater Church remembers,Pending,,
December,12-09,2,Leocadia of Toledo,Martyr,4th century,Greater Church / Western,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Usable,Ancient martyrial candidate but lower source priority than current LFF Juan Diego.,legendary material review; Greater Church remembers,Pending,,
December,12-09,3,Peter Fourier,Priest and educator,1640,Roman Catholic / Greater Church,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Usable,Educational and pastoral reform witness; lower source priority.,Greater Church remembers,Pending,,
December,12-10,1,Thomas Merton,Monastic and Spiritual Writer,1968,Roman Catholic / Anglican-received,LFF; GCW,Current TEC/LFF / TEC secondary,Strong candidate with review,Current LFF and major contemplative witness; modern profile and interreligious/ecumenical reception require precise framing.,modern review; writer/monastic holiness; Greater Church remembers,Pending,,
December,12-10,2,Karl Barth,Pastor and Theologian,1968,Reformed / Anglican-received,HWHM; GCW,TEC secondary,Review,Major theologian and anti-Nazi church witness but intellectual significance must not substitute for sanctity.,Protestant/non-Anglican review; intellectual-significance caution,Pending,,
December,12-10,3,Eulalia of Mérida,Martyr,304,Greater Church / Western,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Usable,Ancient virgin-martyr with strong cultus; legendary material requires care.,legendary material review; Greater Church remembers,Pending,,
December,12-10,4,John Roberts,Monastic and martyr,1610,Roman Catholic / Anglican-context contested,AM,Anglican martyrology / Great Church,Review,Welsh Benedictine martyr in Reformation context; requires careful Anglican handling.,Reformation conflict; Greater Church remembers,Pending,,
December,12-11,1,Daniel the Stylite,Ascetic,493,Eastern / Greater Church,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church reference,Strong candidate,Strong ascetical and intercessory witness on a thin Anglican day; good Great Church supplement.,ascetical/extreme-practice framing; Greater Church remembers,Pending,,
December,12-11,2,Arthur and Lewis Crummell,Anglican priestly / family witness,19th century,Anglican / African American Episcopal,GCW contextual candidate,TEC secondary contextual,Review,Possible Anglican family/source-context candidate tied to Alexander Crummell but needs verification before inclusion.,source verification; holiness fit,Pending,,
December,12-11,3,Damasus I,Bishop of Rome,384,Roman Catholic / Greater Church,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Usable,Early Roman bishop who promoted martyr cult and Jerome’s biblical work; lower source priority.,Greater Church remembers; papal context,Pending,,
December,12-11,4,Lucy Menzies,Scholar and mystic,1954,Anglican / Scottish,AM; SEC on Nov 24,Anglican martyrology / Provincial date elsewhere,Review / date harmonization,Anglican mystical scholar but November 24 SEC/AM handling already appears in November matrix.,date harmonization with November 24,Pending,,
December,12-12,1,Our Lady of Guadalupe,Marian apparition feast,1531,Roman Catholic / Anglican-received,LFF; HWHM; GCW; AM,Current TEC/LFF / TEC secondary / Great Church,Strong candidate with review,Current LFF authority and major Mexican/Indigenous Marian devotion; strong pastoral and inculturated-devotion significance but needs careful doctrinal framing.,Marian apparition handling; Indigenous/colonial context; feast/genre review,Pending,,
December,12-12,2,Spyridon of Trimythous,Bishop,c. 348,Eastern Orthodox / Greater Church,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Strong alternate,Nicene-era bishop with pastoral simplicity and wonderworking tradition; strong Great Church alternate.,legendary/miracle handling; Greater Church remembers,Pending,,
December,12-12,3,Jane Frances de Chantal,Religious founder,1641,Roman Catholic / Greater Church,Oxford Dictionary of Saints date variant; AM August date,Great Church reference,Review / date harmonization,Strong spiritual founder but appears in August matrix; hold for date harmonization.,date harmonization with August 18; Greater Church remembers,Pending,,
December,12-13,1,Lucy of Syracuse,Martyr,304,Anglican-received Great Church,LFF; FAS; SEC; AM; Oxford Dictionary of Saints,Current TEC/LFF / Provincial Anglican / Great Church,Strong candidate,Ancient virgin-martyr with broad Western and Anglican reception; strong Advent light imagery.,legendary material handled honestly,Pending,,
December,12-13,2,Samuel Johnson,Teacher and missionary,1772,Anglican,HWHM/GCW group on Aug 17; AM date variant,TEC secondary date elsewhere / Anglican martyrology,Review / date harmonization,Anglican priest/teacher but already appears in August Johnson-Cutler-Chandler group.,date harmonization with August 17; group-form review,Pending,,
December,12-13,3,Odile of Alsace,Abbess,c. 720,Greater Church / Western,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Usable,Abbess and healing/blindness devotion; lower source priority than Lucy.,legendary material review; Greater Church remembers,Pending,,
December,12-14,1,John of the Cross,Priest and Mystic,1591,Anglican-received Roman Catholic,BCP; LFF; HWHM; GCW; SEC; AM; Oxford Dictionary of Saints,BCP / Current TEC / Broad Anglican,Strong candidate,Broad Anglican reception; major contemplative teacher of purification and union with God.,date harmonization with October 15 FAS pairing,Pending,,
December,12-14,2,Venantius Fortunatus,Bishop and hymnographer,c. 600,Greater Church / Western,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Strong alternate,Important hymnographer and bishop; strong doxological/liturgical candidate but lower source priority than John of the Cross.,Greater Church remembers; hymnwriter holiness framing,Pending,,
December,12-14,3,Nimatullah Kassab Al-Hardini,Monastic,1858,Maronite Catholic / Greater Church,AM,Anglican martyrology / Great Church,Usable,Teaching and monastic holiness candidate; lower source priority.,Greater Church remembers; source verification,Pending,,
December,12-15,1,John Horden,Bishop and Missionary,1893,Anglican / Canadian,FAS; AM,Provincial Anglican / Anglican martyrology,Strong candidate,Anglican missionary bishop and translation witness in northern Canada; best Anglican-source candidate on thin TEC day.,Anglican bishop rule; mission/colonial context review,Pending,,
December,12-15,2,Nino of Georgia / Christiana,Evangelist of Georgia,4th century,Eastern Orthodox / Greater Church,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Strong alternate,Major apostolic missionary witness for Georgian Christianity; excellent Great Five candidate.,Georgian source verification; Greater Church remembers,Pending,,
December,12-15,3,Maria Crocifissa di Rosa,Religious founder / nurse,1855,Roman Catholic / Greater Church,AM,Anglican martyrology / Great Church,Usable,Works-of-mercy and nursing witness; lower source priority.,modern review; Greater Church remembers,Pending,,
December,12-16,1,Ralph Adams Cram,Richard Upjohn,and John La Farge,Artists and Architects,"1942, 1878, 1910",Anglican-received,LFF; HWHM; GCW,Current TEC/LFF / TEC secondary,Review,Current LFF/TEC source authority but artist/architect group must be framed as doxological craft and churchly formation rather than aesthetics alone.,artist/architect holiness test; group entry,Pending,,
December,12-16,2,Ado of Vienne,Bishop and martyrologist,875,Greater Church / Western,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Strong alternate,Martyrologist and bishop; fitting hagiographical witness for a synaxarium project and strong Great Church alternate.,Greater Church remembers; source verification,Pending,,
December,12-16,3,Adelaide of Italy,Empress,999,Greater Church / Western,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Usable,Royal lay holiness and mercy witness; ruler-saint caution applies.,ruler-saint review; Greater Church remembers,Pending,,
December,12-16,4,Isaac of Nineveh,Bishop and ascetic writer,7th century,Church of the East / Syriac / Greater Church,Great Church reference candidate,Great Church supplement,Strong alternate,Major Syriac ascetical and mercy-centered spiritual writer; excellent Great Five candidate but date/source needs verification.,Church of the East source verification; date verification; Greater Church remembers,Pending,,
December,12-17,1,William Lloyd Garrison and Maria Stewart,Prophetic Witnesses,"1879, 1879",Anglican-received,LFF; HWHM; GCW,Current TEC/LFF / TEC secondary,Review,Current LFF source authority and Christian abolitionist witness; strong social-impact caution applies and holiness/prayability case must be explicit.,social-impact caution; group entry; modern public witness,Pending,,
December,12-17,2,Sturmi of Fulda,Abbot,779,Greater Church / Western monastic,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Strong alternate,Benedictine missionary abbot and Boniface associate; strong monastic alternative if Garrison/Stewart are deferred.,Greater Church remembers; source verification,Pending,,
December,12-17,3,Daniel and the Three Holy Youths,Biblical righteous witnesses,,Biblical / Old Testament,AM,Anglican martyrology / biblical commemoration,Strong alternate,Advent-associated biblical witness to faithful resistance and prayer; requires Old Testament strategy.,Old Testament strategy; date/source verification,Pending,,
December,12-18,1,Expectation of the Blessed Virgin Mary / O Antiphons context,Marian-Advent devotional observance,,Anglican-received / Great Church,AM,Anglican martyrology / devotional observance,Review,Devotional Advent/Marian observance may be useful but needs feast/genre discipline rather than ordinary saint treatment.,Marian-title/Advent feast review; Greater Church remembers,Pending,,
December,12-18,2,Flannan,Bishop,7th century,Irish / Greater Church,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Usable,Irish episcopal candidate but current source support is thin.,source verification; Greater Church remembers,Pending,,
December,12-18,3,Wunibald,Abbot,761,Anglican-received / English-German mission,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Usable,English missionary monastic witness in Germany; good Anglican-family/German mission candidate.,source verification; Greater Church remembers,Pending,,
December,12-18,4,Charles Wesley,Hymnwriter,1788,Anglican / Methodist,HWHM/GCW date variant?,TEC secondary candidate,Review / date harmonization,Major hymnwriter but likely belongs elsewhere in TEC source-form; hold until Methodist/evangelical date strategy is complete.,date/source verification; Protestant/Methodist review; hymnwriter holiness test,Pending,,
December,12-19,1,Lillian Trasher,Missionary in Egypt,1961,Anglican-received,LFF; GCW,Current TEC/LFF / TEC secondary,Strong candidate with review,Current LFF witness of long-term care for orphaned children and poor in Egypt; missionary framing must avoid mere humanitarianism.,modern review; mission/colonial context; social-impact caution,Pending,,
December,12-19,2,Gregory of Auxerre,Bishop,6th century,Greater Church / Western,AM,Anglican martyrology / Great Church,Weak / defer,Episcopal candidate but thin in current source set.,source verification; Greater Church remembers,Pending,,
December,12-19,3,Nemesius of Alexandria,Martyr,250,Greater Church / Egyptian,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Usable,Alexandrian martyrial witness but lower source priority than LFF Trasher.,Greater Church remembers; source verification,Pending,,
December,12-20,1,Katharina von Bora,Reformer / household theologian,1552,Lutheran / Anglican-received,LFF,Current TEC/LFF,Review,Current LFF source authority and strong vocation/household-religious witness; Protestant-reformer and Luther-centric framing require care.,Protestant-reformer caution; holiness beyond historical significance,Pending,,
December,12-20,2,Dominic of Silos,Abbot,1073,Greater Church / Western monastic,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Strong alternate,Monastic reforming abbot and prisoner-ransom devotion; strong hagiographical fallback.,Greater Church remembers; source verification,Pending,,
December,12-20,3,Ammonius and Companions,Martyrs,250,Greater Church / Egyptian,AM,Anglican martyrology / Great Church,Usable,Alexandrian martyrial witness; lower source priority.,Greater Church remembers; source verification,Pending,,
December,12-21,1,Thomas the Apostle,Apostle,1st century,Apostolic / Anglican-received,BCP; LFF; HWHM; GCW; FAS; AM; Oxford Dictionary of Saints,BCP / Current TEC / Broad Anglican,Strong candidate,Prayer Book/LFF apostolic feast; likely controls over July 3 provincial date for this project.,apostle-date harmonization with July 3,Pending,,
December,12-21,2,Peter Canisius,Priest and Doctor,1597,Roman Catholic / Greater Church,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Review,Jesuit catechetical and reform witness but cannot displace apostolic feast; Counter-Reformation context requires care.,defer under apostle; Greater Church remembers; Reformation context,Pending,,
December,12-21,3,Forefathers of Christ / Genealogy witnesses,Advent biblical group,,Biblical / Great Church,AM,Anglican martyrology / biblical commemoration,Review,Biblical Advent lineage category but requires Old Testament/biblical group strategy and cannot displace Thomas.,Old Testament strategy; group entry; defer under apostle,Pending,,
December,12-22,1,Charlotte Digges Moon,Missionary in China,1912,Baptist / Anglican-received,BCP; LFF; HWHM; GCW,BCP / Current TEC / TEC secondary,Review,High TEC source authority and costly missionary witness; non-Anglican Baptist identity and mission context require review.,Protestant/non-Anglican review; mission/colonial context; modern review,Pending,,
December,12-22,2,Frances Joseph-Gaudet,Educator and prison reformer,1934,Anglican-received,LFF date variant?,Current/TEC candidate requiring verification,Review,Educational/prison reform witness with likely TEC reception; source date must be verified against December 30 and other possible placement.,source/date verification; social-impact caution,Pending,,Hold until exact current LFF date is verified in source audit.
December,12-22,3,Chaeremon of Nilopolis and Companions,Martyrs,250,Greater Church / Egyptian,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Usable,Egyptian martyrial witness; lower source priority.,Greater Church remembers; source verification,Pending,,
December,12-23,1,Thomas of Canterbury / Thomas Becket,Archbishop and Martyr,1170,Anglican-received Great Church,FAS; AM; BCP/LFF on Dec 29,Provincial Anglican / Anglican martyrology / date variant,Review / date harmonization,Some Anglican provincial and martyrology witnesses occur near this date but BCP/LFF use December 29; hold for date harmonization.,date harmonization with December 29,Pending,,
December,12-23,2,Victoria and Anatolia,Martyrs,3rd century,Greater Church / Western,AM,Anglican martyrology / Great Church,Usable,Ancient women martyrs but source evidence is thin.,legendary material review; Greater Church remembers,Pending,,
December,12-23,3,Thorlak of Iceland,Bishop,1193,Greater Church / Nordic,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Strong alternate,Icelandic reforming bishop and national saint; strong Great Church/Nordic candidate on thin day.,Greater Church remembers; source verification,Pending,,
December,12-24,1,The Eve of the Nativity,Major vigil / Christmas Eve,,Anglican-received Great Church,BCP; LFF; FAS; AM,BCP / Current TEC / Broad Anglican,Strong candidate,Major liturgical vigil immediately before Christmas; should be treated as feast/vigil rather than ordinary sanctoral entry.,feast/genre review; vigil of principal feast,Pending,,
December,12-24,2,Adam and Eve,First parents / Old Testament righteous,,Biblical / Great Church,AM; Oxford Dictionary of Saints,Anglican martyrology / biblical commemoration,Review,Traditional Christmas Eve commemoration with theological value but requires Old Testament and mythic-historical handling.,Old Testament strategy; biblical anthropology; Greater Church remembers,Pending,,
December,12-24,3,Tarsilla,Virgin / ascetic,6th century,Greater Church / Western,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Weak / defer,Traditional Roman holy woman but cannot displace Christmas Eve structure.,defer under vigil; Greater Church remembers,Pending,,
December,12-25,1,The Nativity of Our Lord Jesus Christ,Principal Feast,,Anglican-received Great Church,BCP; LFF; HWHM; GCW; FAS; SEC; AM,BCP / Current TEC / Broad Anglican,Strong candidate,Principal feast of the Incarnation; uncontested primary candidate.,none,Pending,,
December,12-25,2,Eugenia of Rome,Martyr,legendary,Greater Church / Western,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Weak / defer,Ancient martyr tradition but cannot displace Christmas Day.,defer under Principal Feast; legendary material review; Greater Church remembers,Pending,,
December,12-26,1,Stephen,Deacon and Protomartyr,1st century,Apostolic / Anglican-received,BCP; LFF; HWHM; GCW; FAS; SEC; AM,BCP / Current TEC / Broad Anglican,Strong candidate,Uncontested Prayer Book and Great Church feast of the protomartyr.,date harmonization with August 3 FAS variant,Pending,,
December,12-26,2,Dionysius / Zosimus? post-Christmas saints,Various,,Greater Church / Western,AM,Anglican martyrology / Great Church,Weak / defer,Minor Great Church candidates cannot displace Saint Stephen.,defer under major feast; source verification,Pending,,
December,12-27,1,John the Apostle and Evangelist,Apostle and Evangelist,1st century,Apostolic / Anglican-received,BCP; LFF; HWHM; GCW; FAS; SEC; AM,BCP / Current TEC / Broad Anglican,Strong candidate,Uncontested apostolic and evangelist feast in the Christmas octave.,none,Pending,,
December,12-27,2,Fabiola of Rome,Penitent and worker of mercy,399,Greater Church / Western,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Usable,Penitential and hospital/mercy witness but cannot displace Saint John.,defer under apostle; Greater Church remembers,Pending,,
December,12-28,1,The Holy Innocents,Martyrs,,Biblical / Anglican-received,BCP; LFF; HWHM; GCW; FAS; SEC; AM,BCP / Current TEC / Broad Anglican,Strong candidate,Uncontested biblical martyr feast within Christmas octave.,none,Pending,,
December,12-28,2,Antony of Lérins,Monastic,c. 520,Greater Church / Western,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Weak / defer,Monastic witness but cannot displace Holy Innocents.,defer under major biblical feast; Greater Church remembers,Pending,,
December,12-29,1,Thomas Becket,Archbishop of Canterbury and Martyr,1170,Anglican-received Great Church,BCP; LFF; HWHM; GCW; FAS date variant; SEC; AM,BCP / Current TEC / Broad Anglican,Strong candidate,Broad Anglican source authority and martyrial witness for ecclesial liberty; political complexity requires honest handling.,Anglican bishop rule; political/ecclesial-conflict review; date harmonization with Dec 23 FAS/AM variants,Pending,,
December,12-29,2,David of London,Bishop,12th century,Anglican / English,AM,Anglican martyrology,Weak / defer,Local episcopal candidate but thin and outranked by Becket.,source verification,Pending,,
December,12-29,3,Trophimus of Arles,Bishop / missionary,early tradition,Greater Church / Western,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Usable,Early episcopal/missionary witness but lower priority than Becket.,source verification; Greater Church remembers,Pending,,
December,12-30,1,Frances Joseph-Gaudet,Educator and Prison Reformer,1934,Anglican-received,LFF; GCW,Current TEC/LFF / TEC secondary,Strong candidate with review,Current LFF witness of mercy through education and prison reform; social-impact framing must remain subordinate to holiness and discipleship.,social-impact caution; modern review; date verification with Dec 22 row,Pending,,If Dec 22 source check proves erroneous, this row likely controls.
December,12-30,2,Sabinus and Companions,Martyrs,303,Greater Church / Western,AM,Anglican martyrology / Great Church,Usable,Ancient martyrial witness but lower source priority than current LFF candidate.,source verification; Greater Church remembers,Pending,,
December,12-30,3,Egwin of Worcester,Bishop,717,Anglican / English,AM; Oxford Dictionary of Saints,Anglican martyrology / English witness,Strong alternate,English bishop and monastic founder; good Anglican-family alternate if Frances Joseph-Gaudet is deferred.,source verification,Pending,,
December,12-31,1,Samuel Ajayi Crowther,Bishop in the Niger Territories,1891,Anglican,BCP; LFF; HWHM; GCW; FAS; AM,BCP / Current TEC / Broad Anglican,Strong candidate,Prayer Book/LFF Anglican bishop and African missionary/translation witness; Anglican-bishop rule applies.,Anglican bishop rule; mission/colonial/postcolonial context,Pending,,
December,12-31,2,Sylvester I,Bishop of Rome,335,Roman Catholic / Greater Church,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Usable,Early post-Constantinian Roman bishop; lower Anglican priority and Constantine-era complexity requires care.,Greater Church remembers; Constantinian context,Pending,,
December,12-31,3,Columba of Sens,Martyr,3rd century,Greater Church / Western,AM; Oxford Dictionary of Saints,Anglican martyrology / Great Church,Weak / defer,Ancient martyr tradition but lower priority and likely legendary material.,legendary material review; Greater Church remembers,Pending,,
